"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
309,3,"evgenii","vaitsekhovskii","RUS",6.29,6.18,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1986-05-12",550,27
310,4,"marcin","dzienski","POL",6.43,6.21,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-22",550,20
311,5,"danyil","boldyrev","UKR",6.21,6.2,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1992-05-15",550,21
312,6,"volodymyr","zinchenko","UKR",6.89,6.89,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-01",550,20
313,7,"dmitrii","timofeev","RUS",6.31,7.3,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-01",550,20
314,8,"aspar","aspar","INA",6.07,NA,FALSE,FALSE,TRUE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1988-01-24",550,25
315,9,"jedrzej","komosinski","POL",6.74,6.52,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1988-01-01",550,25
316,10,"yaroslav","gontaryk","UKR",6.78,6.75,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-01",550,20
317,11,"aleksandr","shikov","RUS",6.9,6.86,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1997-01-01",550,16
318,12,"qixin","zhong","CHN",6.16,7.16,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1989-04-07",550,24
319,13,"leonardo","gontero","ITA",6.78,7.37,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-12-11",550,19
320,14,"lincai","zhong","CHN",6.89,8.74,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1990-01-01",550,23
321,15,"lukasz","swirk","POL",6.66,9.55,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1985-01-01",550,28
322,16,"arsenii","shevchenko","RUS",6.61,NA,FALSE,FALSE,TRUE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1990-01-01",550,23
323,17,"weng khit, adriel","choo","SGP",6.901,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1989-01-01",550,24
324,18,"sergei","sinitcyn","RUS",6.94,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1983-01-01",550,30
325,19,"anton","poliakov","RUS",6.99,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-01",550,20
326,20,"libor","hroza","CZE",7.08,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1987-01-01",550,26
327,21,"ashari","fajri","INA",7.35,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1988-11-11",550,24
328,22,"yuhang","zhang","CHN",7.97,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1990-01-01",550,23
329,23,"viacheslav","vedenchuk","RUS",7.98,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1993-01-01",550,20
330,24,"sean","mccoll","CAN",10.71,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1987-09-03",550,26
331,25,"shinta","ozawa","JPN",17.99,NA,FALSE,FALSE,FALSE,FALSE,"M",804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-15","2013-10-16","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","1985-01-01",550,28
332,1,"stanislav","kokorin","RUS",6.51,6.81,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1990-01-22",554,23
333,2,"reza","alipour shenazandifard","IRI",6.29,NA,FALSE,FALSE,TRUE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1994-04-29",554,19
334,3,"yaroslav","gontaryk","UKR",6.57,6.55,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-01",554,20
335,4,"jedrzej","komosinski","POL",6.68,NA,FALSE,FALSE,TRUE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1988-01-01",554,25
336,5,"marcin","dzienski","POL",6.2,6.2,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-22",554,20
337,6,"aleksandr","shikov","RUS",6.45,6.98,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1997-01-01",554,16
338,7,"libor","hroza","CZE",5.98,8.95,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1987-01-01",554,26
339,8,"dmitrii","timofeev","RUS",6.01,10.55,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-01",554,20
340,9,"sergei","sinitcyn","RUS",6.85,6.32,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1983-01-01",554,30
341,10,"leonardo","gontero","ITA",6.64,6.49,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-12-11",554,19
342,11,"arsenii","shevchenko","RUS",6.63,6.61,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1990-01-01",554,23
343,12,"lukasz","swirk","POL",6.79,6.7,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1985-01-01",554,28
344,13,"evgenii","vaitsekhovskii","RUS",6.63,7.39,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1986-05-12",554,27
345,14,"weng khit, adriel","choo","SGP",6.53,10.91,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1989-01-01",554,24
346,15,"qixin","zhong","CHN",6.04,NA,FALSE,FALSE,TRUE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1989-04-07",554,24
347,16,"aspar","aspar","INA",6.65,NA,FALSE,FALSE,TRUE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1988-01-24",554,25
348,17,"lincai","zhong","CHN",6.99,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1990-01-01",554,23
349,18,"anton","poliakov","RUS",7,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-01",554,20
350,19,"volodymyr","zinchenko","UKR",7.08,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-01",554,20
351,20,"ashari","fajri","INA",7.23,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1988-11-11",554,24
352,21,"danyil","boldyrev","UKR",7.26,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1992-05-15",554,21
353,22,"yuhang","zhang","CHN",7.5,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1990-01-01",554,23
354,23,"viacheslav","vedenchuk","RUS",7.6,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1993-01-01",554,20
355,24,"sean","mccoll","CAN",9.07,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1987-09-03",554,26
356,25,"shinta","ozawa","JPN",13.57,NA,FALSE,FALSE,FALSE,FALSE,"M",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2013,"2013-10-19","2013-10-20","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","1985-01-01",554,28
357,1,"stanislav","kokorin","RUS",6.4,6.76,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1990-01-22",743,24
358,2,"danyil","boldyrev","UKR",6.62,9.15,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1992-05-15",743,21
359,3,"libor","hroza","CZE",6.32,6.25,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1987-01-01",743,27
360,4,"evgenii","vaitsekhovskii","RUS",6.35,6.58,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1986-05-12",743,27
361,5,"bassa","mawem","FRA",6.38,6.11,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1984-11-09",743,29
362,6,"marcin","dzienski","POL",6.31,6.21,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1993-01-22",743,21
363,7,"yaroslav","gontaryk","UKR",6.57,6.52,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1993-01-01",743,21
364,8,"qixin","zhong","CHN",6.34,7.33,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1989-04-07",743,25
365,9,"anton","poliakov","RUS",6.73,6.37,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1993-01-01",743,21
366,10,"aspar","aspar","INA",6.83,6.45,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1988-01-24",743,26
367,11,"arsenii","shevchenko","RUS",6.83,6.56,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1990-01-01",743,24
368,12,"sergei","sinitcyn","RUS",6.76,6.8,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1983-01-01",743,31
369,13,"jedrzej","komosinski","POL",7.18,6.85,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1988-01-01",743,26
370,14,"yoann","le couster","FRA",7.95,7.1,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1991-01-01",743,23
371,15,"leonardo","gontero","ITA",6.75,7.38,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1993-12-11",743,20
372,16,"lincai","zhong","CHN",7.57,7.86,FALSE,FALSE,FALSE,FALSE,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1990-01-01",743,24
373,17,"rishat","khaibullin","KAZ",8.05,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1995-09-21",743,18
374,18,"robert","stewart-patterson","CAN",8.61,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1996-01-01",743,18
375,19,"bryan amias","pillai","SGP",8.64,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1994-01-01",743,20
376,20,"thattana","raksachat","THA",11.74,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1997-01-01",743,17
377,21,"winai","ruangrit","THA",11.91,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1996-01-01",743,18
378,22,"terdpol","artaui","THA",12.61,NA,FALSE,FALSE,NA,NA,"M",849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-04-26","2014-04-27","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014","1995-01-01",743,19
379,1,"danyil","boldyrev","UKR",6.47,6.09,FALSE,FALSE,FALSE,FALSE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1992-05-15",750,21
380,2,"evgenii","vaitsekhovskii","RUS",6.7,7.3,FALSE,FALSE,FALSE,FALSE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1986-05-12",750,27
381,3,"qixin","zhong","CHN",6.45,6.39,FALSE,FALSE,FALSE,FALSE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1989-04-07",750,25
382,4,"bassa","mawem","FRA",6.93,10.41,FALSE,FALSE,FALSE,FALSE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1984-11-09",750,29
383,5,"libor","hroza","CZE",6.35,7.74,FALSE,FALSE,FALSE,FALSE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1987-01-01",750,27
384,6,"stanislav","kokorin","RUS",6.47,NA,FALSE,FALSE,FALSE,TRUE,"M",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2014,"2014-05-03","2014-05-04","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","1990-01-22",750,24
