"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
570,5,"anouck","jaubert","FRA",8.52,8.31,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1994-01-27",1478,22
571,6,"edyta","ropek","POL",8.92,9.19,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1979-01-01",1478,37
572,7,"alla","marenych","UKR",9.61,9.38,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1988-01-01",1478,28
573,8,"anna","tsyganova","RUS",8.4,9.68,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1993-01-01",1478,23
574,9,"aurelia","sarisson","FRA",8.99,8.82,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1997-12-21",1478,18
575,10,"nina","lach","AUT",9.28,9.28,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1995-01-01",1478,21
576,11,"stefanie","pichler","AUT",9.94,9.72,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1992-01-01",1478,24
577,12,"syafiiyah","dhorifatus","INA",10.36,9.9,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1993-01-01",1478,23
578,13,"alexandra","elmer","AUT",10.02,9.92,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1996-01-01",1478,20
579,14,"anna","brozek","POL",9.32,9.95,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1995-03-27",1478,21
580,15,"cuilian","he","CHN",10.51,10.13,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",NA,1478,23
581,16,"peiyang","tian","CHN",11.32,14.05,FALSE,FALSE,FALSE,FALSE,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","2000-01-01",1478,16
582,17,"lamu","renqing","CHN",13.62,NA,FALSE,FALSE,NA,NA,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1990-01-01",1478,26
583,18,"miwa","oba","JPN",NA,NA,TRUE,FALSE,NA,NA,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1998-01-01",1478,18
584,18,"zhuoma","pubu","CHN",NA,NA,FALSE,TRUE,NA,NA,FALSE,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-04-30","2016-05-01","IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016","1995-01-01",1478,21
585,1,"iuliia","kaplina","RUS",7.98,8.01,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1993-05-11",1485,23
586,2,"alla","marenych","UKR",9.23,9.31,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1988-01-01",1485,28
587,3,"anna","tsyganova","RUS",8.11,7.98,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1993-01-01",1485,23
588,4,"aleksandra","miroslaw","POL",8.5,8.34,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1994-02-02",1485,22
589,5,"cuilian","he","CHN",9.34,8.97,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016",NA,1485,22.25
590,6,"aurelia","sarisson","FRA",8.64,9.43,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1997-12-21",1485,18
591,7,"klaudia","buczek","POL",8.17,9.92,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1991-01-01",1485,25
592,8,"anouck","jaubert","FRA",7.81,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1994-01-27",1485,22
593,9,"nina","lach","AUT",9.39,9.15,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1995-01-01",1485,21
594,10,"purnamasari","ita triana","INA",8.65,9.6,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1989-01-01",1485,27
595,11,"stefanie","pichler","AUT",9.54,9.72,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1992-01-01",1485,24
596,12,"alexandra","elmer","AUT",9.69,10.12,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1996-01-01",1485,20
597,13,"syafiiyah","dhorifatus","INA",9.43,10.13,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1993-01-01",1485,23
598,14,"anna","brozek","POL",8.88,10.28,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1995-03-27",1485,21
599,15,"zhuoma","pubu","CHN",10.36,10.31,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1995-01-01",1485,21
600,16,"peiyang","tian","CHN",10.41,11.21,FALSE,FALSE,FALSE,FALSE,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","2000-01-01",1485,16
601,17,"yuzhen","baima","CHN",11.7,NA,FALSE,FALSE,NA,NA,FALSE,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-05-07","2016-05-08","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","1994-01-01",1485,22
602,1,"anouck","jaubert","FRA",7.82,8.27,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1994-01-27",1550,22
603,2,"aleksandra","miroslaw","POL",8.32,NA,FALSE,FALSE,TRUE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1994-02-02",1550,22
604,3,"anna","tsyganova","RUS",8.45,8.39,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1993-01-01",1550,23
605,4,"klaudia","buczek","POL",8.55,9.11,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1991-01-01",1550,25
606,5,"edyta","ropek","POL",8.61,8.33,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1979-01-01",1550,37
607,6,"elizaveta","ivanova","RUS",9.07,9.05,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1999-01-01",1550,17
608,7,"victoire","andrier","FRA",9.22,9.31,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1996-02-16",1550,20
609,8,"nina","lach","AUT",9.08,10.48,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1995-01-01",1550,21
610,9,"daria","kan","RUS",9.12,9.06,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1998-01-01",1550,18
611,10,"anna","brozek","POL",9.22,9.25,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1995-03-27",1550,21
612,11,"svetlana","motovilova","RUS",9.2,9.29,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1996-01-01",1550,20
613,12,"alla","marenych","UKR",9.31,9.37,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1988-01-01",1550,28
614,13,"patrycja","chudziak","POL",9.32,9.39,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1997-01-01",1550,19
615,14,"elma","fleuret","FRA",8.67,9.74,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1999-01-01",1550,17
616,15,"aurelia","sarisson","FRA",8.7,11.22,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1997-12-21",1550,18
617,16,"elena","timofeeva","RUS",8.47,NA,FALSE,FALSE,TRUE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1996-01-01",1550,20
618,17,"erica","meister","USA",9.42,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1989-01-01",1550,27
619,18,"monika","prokopiuk-kawecka","POL",9.51,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1988-01-01",1550,28
620,19,"alexandra","elmer","AUT",9.77,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1996-01-01",1550,20
621,20,"andrea","rojas","ECU",9.89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1995-01-01",1550,21
622,21,"stefanie","pichler","AUT",9.95,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1992-01-01",1550,24
623,22,"elisabetta","dalla brida","ITA",9.96,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","2000-01-01",1550,16
624,23,"giulia","fossali","ITA",10.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1999-01-01",1550,17
625,24,"silvia","porta","ITA",10.51,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1999-01-01",1550,17
626,25,"iuliia","kaplina","RUS",11.17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1993-05-11",1550,23
627,26,"giorgia","randi","ITA",11.45,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","1998-01-01",1550,18
628,27,"charlotte","durif","FRA",11.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-11","2016-07-12","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",NA,1550,21.5
629,1,"anouck","jaubert","FRA",8.03,8.15,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1994-01-27",1554,22
630,2,"iuliia","kaplina","RUS",7.96,10.13,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1993-05-11",1554,23
631,3,"elma","fleuret","FRA",8.87,8.74,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1999-01-01",1554,17
632,4,"anna","brozek","POL",8.77,9.95,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1995-03-27",1554,21
633,5,"aurelia","sarisson","FRA",8.62,8.58,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1997-12-21",1554,18
634,6,"patrycja","chudziak","POL",8.81,8.83,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1997-01-01",1554,19
635,7,"edyta","ropek","POL",8.21,9.4,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1979-01-01",1554,37
636,8,"anna","tsyganova","RUS",8.34,10.41,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1993-01-01",1554,23
637,9,"daria","kan","RUS",8.66,8.72,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1998-01-01",1554,18
638,10,"svetlana","motovilova","RUS",9,8.96,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1996-01-01",1554,20
639,11,"klaudia","buczek","POL",8.29,9.21,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1991-01-01",1554,25
640,12,"elena","timofeeva","RUS",8.29,9.4,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1996-01-01",1554,20
641,13,"nina","lach","AUT",9.13,9.47,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1995-01-01",1554,21
642,14,"alexandra","elmer","AUT",9.46,9.87,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1996-01-01",1554,20
643,15,"elizaveta","ivanova","RUS",8.7,10.34,FALSE,FALSE,FALSE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1999-01-01",1554,17
644,16,"aleksandra","miroslaw","POL",8.23,NA,FALSE,FALSE,TRUE,FALSE,FALSE,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,"2016-07-15","2016-07-16","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","1994-02-02",1554,22
